epi_skew_nucleus_G_val
seg_mean_LR_sum_entropy
seg_skew_extent
seg_mean_inertia_tensor_eigvals_0
seg_mean_inertia_tensor_eigvals_1
seg_mean_horiz_variance
seg_mean_LR_contrast
seg_mean_vert_info_measure_of_correlation_2
seg_mean_LR_difference_variance
seg_mean_horiz_sum_entropy
seg_skew_major_axis_length
seg_skew_eccentricity
seg_std_dev_inertia_tensor_10
seg_mean_moment_01
seg_mean_moment_00
seg_median_moment_01
seg_mean_inertia_tensor_01
seg_mean_RL_angular_second_moment
seg_std_dev_euler_number
seg_skew_inertia_tensor_eigvals_1
seg_skew_inertia_tensor_eigvals_0
seg_mean_LR_info_measure_of_correlation_2
seg_mean_LR_info_measure_of_correlation_1
seg_mean_orientation
seg_mean_euler_number
seg_median_equivalent_diameter
seg_mean_vert_info_measure_of_correlation_1
seg_mean_horiz_contrast
seg_mean_LR_sum_variance
seg_median_inertia_tensor_11
seg_median_inertia_tensor_10
seg_mean_RL_variance
seg_std_dev_lbp_1
seg_mean_vert_angular_second_moment
seg_std_dev_inertia_tensor_00
seg_std_dev_inertia_tensor_01
seg_mean_vert_difference_entropy
seg_mean_horiz_sum_average
seg_mean_vert_sum_entropy
seg_std_dev_inertia_tensor_11
seg_mean_moment_02
seg_skew_moment_02
seg_mean_LR_correlation
seg_skew_moment_01
seg_median_moment_21
seg_mean_vert_correlation
seg_mean_LR_inverse_difference_moment
seg_kurtosis_lbp_1
seg_mean_RL_entropy
seg_median_inertia_tensor_eigvals_1
seg_median_inertia_tensor_eigvals_0
seg_mean_vert_entropy
seg_mean_horiz_angular_second_moment
seg_mean_RL_difference_variance
seg_mean_LR_sum_average
seg_median_convex_area
seg_mean_inertia_tensor_00
seg_mean_RL_correlation
seg_skew_moment_11
seg_skew_moment_10
seg_skew_moment_12
seg_mean_vert_variance
seg_mean_vert_difference_variance
seg_median_eccentricity
seg_mean_RL_contrast
epi_stroma_cell_bhattacharyya
